"Time_h","P_mm_h","Pe_mm_h","Q_total_m3s","Q_base_m3s","Q_direct_m3s","Q_SCS_UH_m3s","Q_Clark_UH_m3s","Q_GIUH_m3s"
8.78,0,0,0.51564,0.41164,0.104,0.07795,0.00029,0.02159
8.785,0,0,0.51608,0.412,0.10408,0.07803,0.00029,0.02169
8.79,0,0,0.51652,0.41235,0.10417,0.07811,0.00029,0.02178
8.795,0,0,0.51696,0.4127,0.10426,0.07819,0.00029,0.02188
8.8,0,0,0.5174,0.41305,0.10435,0.07827,0.00029,0.02198
8.805,0,0,0.51784,0.4134,0.10444,0.07835,0.00029,0.02208
8.81,0,0,0.51828,0.41376,0.10452,0.07843,0.00029,0.02217
8.815,0,0,0.51872,0.41411,0.10461,0.07851,0.00029,0.02227
8.82,0,0,0.51916,0.41446,0.1047,0.0786,0.00029,0.02237
8.825,0,0,0.5196,0.41481,0.10479,0.07868,0.00029,0.02247
8.83,0,0,0.52004,0.41516,0.10488,0.07876,0.00029,0.02257
8.835,0,0,0.52048,0.41552,0.10496,0.07884,0.00029,0.02267
8.84,0,0,0.52092,0.41587,0.10505,0.07892,0.00029,0.02277
8.845,0,0,0.52136,0.41622,0.10514,0.079,0.00029,0.02287
8.85,0,0,0.5218,0.41657,0.10523,0.07908,0.00029,0.02297
8.855,0,0,0.52224,0.41692,0.10532,0.07916,0.00029,0.02307
8.86,0,0,0.52268,0.41728,0.1054,0.07925,0.00029,0.02318
8.865,0,0,0.52312,0.41763,0.10549,0.07933,0.00029,0.02328
8.87,0,0,0.52356,0.41798,0.10558,0.07941,0.00029,0.02338
8.875,0,0,0.524,0.41833,0.10567,0.07949,0.00029,0.02348
8.88,0,0,0.52444,0.41868,0.10576,0.07957,0.00029,0.02359
8.885,0,0,0.52488,0.41904,0.10584,0.07965,0.00029,0.02369
8.89,0,0,0.52532,0.41939,0.10593,0.07973,3e-04,0.02379
8.895,0,0,0.52576,0.41974,0.10602,0.07981,3e-04,0.0239
8.9,0,0,0.5262,0.42009,0.10611,0.0799,3e-04,0.024
8.905,0,0,0.52664,0.42044,0.1062,0.07998,3e-04,0.02411
8.91,0,0,0.52708,0.4208,0.10628,0.08006,3e-04,0.02421
8.915,0,0,0.52752,0.42115,0.10637,0.08014,3e-04,0.02432
8.92,0,0,0.52796,0.4215,0.10646,0.08022,3e-04,0.02442
8.925,0,0,0.5284,0.42185,0.10655,0.0803,3e-04,0.02453
8.93,0,0,0.52884,0.4222,0.10664,0.08038,3e-04,0.02464
8.935,0,0,0.52928,0.42256,0.10672,0.08046,3e-04,0.02474
8.94,0,0,0.52972,0.42291,0.10681,0.08055,3e-04,0.02485
8.945,0,0,0.53016,0.42326,0.1069,0.08063,3e-04,0.02496
8.95,0,0,0.5306,0.42361,0.10699,0.08071,3e-04,0.02507
8.955,0,0,0.53104,0.42396,0.10708,0.08079,3e-04,0.02517
8.96,0,0,0.53148,0.42432,0.10716,0.08087,3e-04,0.02528
8.965,0,0,0.53192,0.42467,0.10725,0.08095,3e-04,0.02539
8.97,0,0,0.53236,0.42502,0.10734,0.08103,3e-04,0.0255
8.975,0,0,0.5328,0.42537,0.10743,0.08111,3e-04,0.02561
8.98,0,0,0.53324,0.42572,0.10752,0.0812,3e-04,0.02572
8.985,0,0,0.53368,0.42608,0.1076,0.08128,3e-04,0.02583
8.99,0,0,0.53412,0.42643,0.10769,0.08136,3e-04,0.02594
8.995,0,0,0.53456,0.42678,0.10778,0.08144,3e-04,0.02605
9,0,0,0.535,0.42713,0.10787,0.08152,3e-04,0.02616
9.005,0,0,0.53546,0.42749,0.10797,0.0816,3e-04,0.02628
9.01,0,0,0.53592,0.42785,0.10807,0.08168,3e-04,0.02639
9.015,0,0,0.53638,0.42821,0.10817,0.08176,3e-04,0.0265
9.02,0,0,0.53684,0.42857,0.10827,0.08185,3e-04,0.02661
9.025,0,0,0.5373,0.42894,0.10836,0.08193,3e-04,0.02673
9.03,0,0,0.53776,0.42931,0.10845,0.08201,3e-04,0.02684
9.035,0,0,0.53822,0.42967,0.10855,0.08209,3e-04,0.02696
9.04,0,0,0.53868,0.43004,0.10864,0.08217,3e-04,0.02707
9.045,0,0,0.53914,0.43041,0.10873,0.08225,3e-04,0.02718
9.05,0,0,0.5396,0.43077,0.10883,0.08233,3e-04,0.0273
9.055,0,0,0.54006,0.43114,0.10892,0.08241,3e-04,0.02742
9.06,0,0,0.54052,0.43151,0.10901,0.0825,3e-04,0.02753
9.065,0,0,0.54098,0.43188,0.1091,0.08258,3e-04,0.02765
9.07,0,0,0.54144,0.43224,0.1092,0.08266,3e-04,0.02776
9.075,0,0,0.5419,0.43261,0.10929,0.08274,3e-04,0.02788
9.08,0,0,0.54236,0.43298,0.10938,0.08282,3e-04,0.028
9.085,0,0,0.54282,0.43335,0.10947,0.0829,3e-04,0.02812
9.09,0,0,0.54328,0.43372,0.10956,0.08298,3e-04,0.02823
9.095,0,0,0.54374,0.43408,0.10966,0.08306,3e-04,0.02835
9.1,0,0,0.5442,0.43445,0.10975,0.08314,3e-04,0.02847
9.105,0,0,0.54466,0.43482,0.10984,0.08323,3e-04,0.02859
9.11,0,0,0.54512,0.43519,0.10993,0.08331,3e-04,0.02871
9.115,0,0,0.54558,0.43556,0.11002,0.08339,3e-04,0.02883
9.12,0,0,0.54604,0.43592,0.11012,0.08347,3e-04,0.02895
9.125,0,0,0.5465,0.43629,0.11021,0.08355,3e-04,0.02907
9.13,0,0,0.54696,0.43666,0.1103,0.08363,3e-04,0.02919
9.135,0,0,0.54742,0.43703,0.11039,0.08371,3e-04,0.02931
9.14,0,0,0.54788,0.4374,0.11048,0.08379,3e-04,0.02943
9.145,0,0,0.54834,0.43776,0.11058,0.08388,3e-04,0.02956
9.15,0,0,0.5488,0.43813,0.11067,0.08396,3e-04,0.02968
9.155,0,0,0.54926,0.4385,0.11076,0.08404,3e-04,0.0298
9.16,0,0,0.54972,0.43887,0.11085,0.08412,3e-04,0.02993
9.165,0,0,0.55018,0.43924,0.11094,0.0842,3e-04,0.03005
9.17,0,0,0.55064,0.4396,0.11104,0.08428,3e-04,0.03017
9.175,0,0,0.5511,0.43997,0.11113,0.08436,3e-04,0.0303
9.18,0,0,0.55156,0.44034,0.11122,0.08444,3e-04,0.03042
9.185,0,0,0.55202,0.44071,0.11131,0.08453,3e-04,0.03055
9.19,0,0,0.55248,0.44108,0.1114,0.08461,3e-04,0.03067
9.195,0,0,0.55294,0.44144,0.1115,0.08469,3e-04,0.0308
9.2,0,0,0.5534,0.44181,0.11159,0.08477,3e-04,0.03093
9.205,0,0,0.55386,0.44218,0.11168,0.08485,3e-04,0.03105
9.21,0,0,0.55432,0.44255,0.11177,0.08493,3e-04,0.03118
9.215,0,0,0.55478,0.44292,0.11186,0.08501,3e-04,0.03131
9.22,0,0,0.55524,0.44328,0.11196,0.08509,3e-04,0.03144
9.225,0,0,0.5557,0.44365,0.11205,0.08518,0.00031,0.03156
9.23,0,0,0.55616,0.44402,0.11214,0.08526,0.00031,0.03169
9.235,0,0,0.55662,0.44439,0.11223,0.08534,0.00031,0.03182
9.24,0,0,0.55708,0.44476,0.11232,0.08542,0.00031,0.03195
9.245,0,0,0.55754,0.44512,0.11242,0.0855,0.00031,0.03208
9.25,0,0,0.558,0.44549,0.11251,0.08558,0.00031,0.03221
9.255,0,0,0.55846,0.44586,0.1126,0.08566,0.00031,0.03234
9.26,0,0,0.55892,0.44623,0.11269,0.08574,0.00031,0.03247
9.265,0,0,0.55938,0.4466,0.11278,0.08583,0.00031,0.0326
9.27,0,0,0.55984,0.44696,0.11288,0.08591,0.00031,0.03274
9.275,0,0,0.5603,0.44733,0.11297,0.08599,0.00031,0.03287
9.28,0,0,0.56076,0.4477,0.11306,0.08607,0.00031,0.033
9.285,0,0,0.56122,0.44807,0.11315,0.08615,0.00031,0.03313
9.29,0,0,0.56168,0.44844,0.11324,0.08623,0.00031,0.03327
9.295,0,0,0.56214,0.4488,0.11334,0.08631,0.00031,0.0334
9.3,0,0,0.5626,0.44917,0.11343,0.08639,0.00031,0.03354
9.305,0,0,0.56306,0.44954,0.11352,0.08648,0.00031,0.03367
9.31,0,0,0.56352,0.44991,0.11361,0.08656,0.00031,0.03381
9.315,0,0,0.56398,0.45028,0.1137,0.08664,0.00031,0.03394
9.32,0,0,0.56444,0.45064,0.1138,0.08672,0.00031,0.03408
9.325,0,0,0.5649,0.45101,0.11389,0.0868,0.00031,0.03421
9.33,0,0,0.56536,0.45138,0.11398,0.08688,0.00031,0.03435
9.335,0,0,0.56582,0.45175,0.11407,0.08696,0.00031,0.03449
9.34,0,0,0.56628,0.45212,0.11416,0.08704,0.00031,0.03463
9.345,0,0,0.56674,0.45248,0.11426,0.08713,0.00031,0.03476
9.35,0,0,0.5672,0.45285,0.11435,0.08721,0.00031,0.0349
9.355,0,0,0.56766,0.45322,0.11444,0.08729,0.00031,0.03504
9.36,0,0,0.56812,0.45359,0.11453,0.08737,0.00031,0.03518
9.365,0,0,0.56858,0.45396,0.11462,0.08745,0.00031,0.03532
9.37,0,0,0.56904,0.45432,0.11472,0.08753,0.00031,0.03546
9.375,0,0,0.5695,0.45469,0.11481,0.08761,0.00031,0.0356
9.38,0,0,0.56996,0.45506,0.1149,0.08769,0.00031,0.03574
9.385,0,0,0.57042,0.45543,0.11499,0.08778,0.00031,0.03588
9.39,0,0,0.57088,0.4558,0.11508,0.08786,0.00031,0.03602
9.395,0,0,0.57134,0.45616,0.11518,0.08794,0.00031,0.03616
9.4,0,0,0.5718,0.45653,0.11527,0.08802,0.00031,0.03631
9.405,0,0,0.57226,0.4569,0.11536,0.0881,0.00031,0.03645
9.41,0,0,0.57272,0.45727,0.11545,0.08818,0.00031,0.03659
9.415,0,0,0.57318,0.45764,0.11554,0.08826,0.00031,0.03674
9.42,0,0,0.57364,0.458,0.11564,0.08834,0.00031,0.03688
9.425,0,0,0.5741,0.45837,0.11573,0.08843,0.00031,0.03703
9.43,0,0,0.57456,0.45874,0.11582,0.08851,0.00031,0.03717
9.435,0,0,0.57502,0.45911,0.11591,0.08859,0.00031,0.03732
9.44,0,0,0.57548,0.45948,0.116,0.08867,0.00031,0.03746
9.445,0,0,0.57594,0.45984,0.1161,0.08875,0.00031,0.03761
9.45,0,0,0.5764,0.46021,0.11619,0.08883,0.00031,0.03775
9.455,0,0,0.57686,0.46058,0.11628,0.08891,0.00031,0.0379
9.46,0,0,0.57732,0.46095,0.11637,0.08899,0.00031,0.03805
9.465,0,0,0.57778,0.46132,0.11646,0.08908,0.00031,0.0382
9.47,0,0,0.57824,0.46168,0.11656,0.08916,0.00031,0.03835
9.475,0,0,0.5787,0.46205,0.11665,0.08924,0.00031,0.03849
9.48,0,0,0.57916,0.46242,0.11674,0.08932,0.00031,0.03864
9.485,0,0,0.57962,0.46279,0.11683,0.0894,0.00031,0.03879
9.49,0,0,0.58008,0.46316,0.11692,0.08948,0.00031,0.03894
9.495,0,0,0.58054,0.46352,0.11702,0.08956,0.00031,0.03909
9.5,0,0,0.581,0.46389,0.11711,0.08964,0.00031,0.03924
9.505,0,0,0.58146,0.46426,0.1172,0.08973,0.00031,0.0394
9.51,0,0,0.58192,0.46463,0.11729,0.08981,0.00031,0.03955
9.515,0,0,0.58238,0.465,0.11738,0.08989,0.00031,0.0397
9.52,0,0,0.58284,0.46536,0.11748,0.08997,0.00031,0.03985
9.525,0,0,0.5833,0.46573,0.11757,0.09005,0.00031,0.04001
9.53,0,0,0.58376,0.4661,0.11766,0.09013,0.00031,0.04016
9.535,0,0,0.58422,0.46647,0.11775,0.09021,0.00031,0.04031
9.54,0,0,0.58468,0.46684,0.11784,0.09029,0.00031,0.04047
9.545,0,0,0.58514,0.4672,0.11794,0.09038,0.00031,0.04062
9.55,0,0,0.5856,0.46757,0.11803,0.09046,0.00031,0.04078
9.555,0,0,0.58606,0.46794,0.11812,0.09054,0.00031,0.04093
9.56,0,0,0.58652,0.46831,0.11821,0.09062,0.00031,0.04109
9.565,0,0,0.58698,0.46868,0.1183,0.0907,0.00031,0.04125
9.57,0,0,0.58744,0.46904,0.1184,0.09078,0.00032,0.0414
9.575,0,0,0.5879,0.46941,0.11849,0.09086,0.00032,0.04156
9.58,0,0,0.58836,0.46978,0.11858,0.09094,0.00032,0.04172
9.585,0,0,0.58882,0.47015,0.11867,0.09103,0.00032,0.04188
9.59,0,0,0.58928,0.47052,0.11876,0.09111,0.00032,0.04204
9.595,0,0,0.58974,0.47088,0.11886,0.09119,0.00032,0.04219
9.6,0,0,0.5902,0.47125,0.11895,0.09127,0.00032,0.04235
9.605,0,0,0.59066,0.47162,0.11904,0.09135,0.00032,0.04251
9.61,0,0,0.59112,0.47199,0.11913,0.09143,0.00032,0.04268
9.615,0,0,0.59158,0.47236,0.11922,0.09151,0.00032,0.04284
9.62,0,0,0.59204,0.47272,0.11932,0.09159,0.00032,0.043
9.625,0,0,0.5925,0.47309,0.11941,0.09167,0.00032,0.04316
9.63,0,0,0.59296,0.47346,0.1195,0.09176,0.00032,0.04332
9.635,0,0,0.59342,0.47383,0.11959,0.09184,0.00032,0.04348
9.64,0,0,0.59388,0.4742,0.11968,0.09192,0.00032,0.04365
9.645,0,0,0.59434,0.47456,0.11978,0.092,0.00032,0.04381
9.65,0,0,0.5948,0.47493,0.11987,0.09208,0.00032,0.04398
9.655,0,0,0.59526,0.4753,0.11996,0.09216,0.00032,0.04414
9.66,0,0,0.59572,0.47567,0.12005,0.09224,0.00032,0.04431
9.665,0,0,0.59618,0.47604,0.12014,0.09232,0.00032,0.04447
9.67,0,0,0.59664,0.4764,0.12024,0.09241,0.00032,0.04464
9.675,0,0,0.5971,0.47677,0.12033,0.09249,0.00032,0.0448
9.68,0,0,0.59756,0.47714,0.12042,0.09257,0.00032,0.04497
9.685,0,0,0.59802,0.47751,0.12051,0.09265,0.00032,0.04514
9.69,0,0,0.59848,0.47788,0.1206,0.09273,0.00032,0.04531
9.695,0,0,0.59894,0.47824,0.1207,0.09281,0.00032,0.04547
9.7,0,0,0.5994,0.47861,0.12079,0.09289,0.00032,0.04564
9.705,0,0,0.59986,0.47898,0.12088,0.09297,0.00032,0.04581
9.71,0,0,0.60032,0.47935,0.12097,0.09306,0.00032,0.04598
9.715,0,0,0.60078,0.47972,0.12106,0.09314,0.00032,0.04615
9.72,0,0,0.60124,0.48008,0.12116,0.09322,0.00032,0.04632
9.725,0,0,0.6017,0.48045,0.12125,0.0933,0.00032,0.04649
9.73,0,0,0.60216,0.48082,0.12134,0.09338,0.00032,0.04666
9.735,0,0,0.60262,0.48119,0.12143,0.09346,0.00032,0.04684
9.74,0,0,0.60308,0.48156,0.12152,0.09354,0.00032,0.04701
9.745,0,0,0.60354,0.48192,0.12162,0.09362,0.00032,0.04718
9.75,0,0,0.604,0.48229,0.12171,0.09371,0.00032,0.04735
9.755,0,0,0.60446,0.48266,0.1218,0.09379,0.00032,0.04753
9.76,0,0,0.60492,0.48303,0.12189,0.09387,0.00032,0.0477
9.765,0,0,0.60538,0.4834,0.12198,0.09395,0.00032,0.04788
9.77,0,0,0.60584,0.48376,0.12208,0.09403,0.00032,0.04805
9.775,0,0,0.6063,0.48413,0.12217,0.09411,0.00032,0.04823
9.78,0,0,0.60676,0.4845,0.12226,0.09419,0.00032,0.0484
9.785,0,0,0.60722,0.48487,0.12235,0.09427,0.00032,0.04858
9.79,0,0,0.60768,0.48524,0.12244,0.09436,0.00032,0.04876
9.795,0,0,0.60814,0.4856,0.12254,0.09444,0.00032,0.04894
9.8,0,0,0.6086,0.48597,0.12263,0.09452,0.00032,0.04911
9.805,0,0,0.60906,0.48634,0.12272,0.0946,0.00032,0.04929
9.81,0,0,0.60952,0.48671,0.12281,0.09468,0.00032,0.04947
9.815,0,0,0.60998,0.48708,0.1229,0.09476,0.00032,0.04965
9.82,0,0,0.61044,0.48744,0.123,0.09484,0.00032,0.04983
9.825,0,0,0.6109,0.48781,0.12309,0.09492,0.00032,0.05001
9.83,0,0,0.61136,0.48818,0.12318,0.09501,0.00032,0.05019
9.835,0,0,0.61182,0.48855,0.12327,0.09509,0.00032,0.05037
9.84,0,0,0.61228,0.48892,0.12336,0.09517,0.00032,0.05056
9.845,0,0,0.61274,0.48928,0.12346,0.09525,0.00032,0.05074
9.85,0,0,0.6132,0.48965,0.12355,0.09533,0.00032,0.05092
9.855,0,0,0.61366,0.49002,0.12364,0.09541,0.00032,0.0511
9.86,0,0,0.61412,0.49039,0.12373,0.09549,0.00032,0.05129
9.865,0,0,0.61458,0.49076,0.12382,0.09557,0.00032,0.05147
9.87,0,0,0.61504,0.49112,0.12392,0.09566,0.00032,0.05166
9.875,0,0,0.6155,0.49149,0.12401,0.09574,0.00032,0.05184
9.88,0,0,0.61596,0.49186,0.1241,0.09582,0.00032,0.05203
9.885,0,0,0.61642,0.49223,0.12419,0.0959,0.00032,0.05221
9.89,0,0,0.61688,0.4926,0.12428,0.09598,0.00032,0.0524
9.895,0,0,0.61734,0.49296,0.12438,0.09606,0.00032,0.05259
9.9,0,0,0.6178,0.49333,0.12447,0.09614,0.00032,0.05278
9.905,0,0,0.61826,0.4937,0.12456,0.09622,0.00032,0.05296
9.91,0,0,0.61872,0.49407,0.12465,0.09631,0.00032,0.05315
9.915,0,0,0.61918,0.49444,0.12474,0.09639,0.00032,0.05334
9.92,0,0,0.61964,0.4948,0.12484,0.09647,0.00032,0.05353
9.925,0,0,0.6201,0.49517,0.12493,0.09655,0.00033,0.05372
9.93,0,0,0.62056,0.49554,0.12502,0.09663,0.00033,0.05391
9.935,0,0,0.62102,0.49591,0.12511,0.09671,0.00033,0.0541
9.94,0,0,0.62148,0.49628,0.1252,0.09679,0.00033,0.05429
9.945,0,0,0.62194,0.49664,0.1253,0.09687,0.00033,0.05449
9.95,0,0,0.6224,0.49701,0.12539,0.09696,0.00033,0.05468
9.955,0,0,0.62286,0.49738,0.12548,0.09704,0.00033,0.05487
9.96,0,0,0.62332,0.49775,0.12557,0.09712,0.00033,0.05507
9.965,0,0,0.62378,0.49812,0.12566,0.0972,0.00033,0.05526
9.97,0,0,0.62424,0.49848,0.12576,0.09728,0.00033,0.05545
9.975,0,0,0.6247,0.49885,0.12585,0.09736,0.00033,0.05565
9.98,0,0,0.62516,0.49922,0.12594,0.09744,0.00033,0.05585
9.985,0,0,0.62562,0.49959,0.12603,0.09752,0.00033,0.05604
9.99,0,0,0.62608,0.49996,0.12612,0.09761,0.00033,0.05624
9.995,0,0,0.62654,0.50032,0.12622,0.09769,0.00033,0.05643
10,0,0,0.627,0.50069,0.12631,0.09777,0.00033,0.05663
10.005,0,0,0.62748,0.50106,0.12642,0.09785,0.00033,0.05683
10.01,0,0,0.62796,0.50144,0.12652,0.09793,0.00033,0.05703
10.015,0,0,0.62844,0.50182,0.12662,0.09801,0.00033,0.05723
10.02,0,0,0.62892,0.5022,0.12672,0.09809,0.00033,0.05743
10.025,0,0,0.6294,0.50258,0.12682,0.09817,0.00033,0.05763
10.03,0,0,0.62988,0.50296,0.12692,0.09826,0.00033,0.05783
10.035,0,0,0.63036,0.50334,0.12702,0.09834,0.00033,0.05803
10.04,0,0,0.63084,0.50373,0.12711,0.09842,0.00033,0.05823
10.045,0,0,0.63132,0.50411,0.12721,0.0985,0.00033,0.05843
10.05,0,0,0.6318,0.50449,0.12731,0.09858,0.00033,0.05864
10.055,0,0,0.63228,0.50488,0.1274,0.09866,0.00033,0.05884
10.06,0,0,0.63276,0.50526,0.1275,0.09874,0.00033,0.05904
10.065,0,0,0.63324,0.50565,0.12759,0.09882,0.00033,0.05925
10.07,0,0,0.63372,0.50603,0.12769,0.09891,0.00033,0.05945
10.075,0,0,0.6342,0.50641,0.12779,0.09899,0.00033,0.05966
10.08,0,0,0.63468,0.5068,0.12788,0.09907,0.00033,0.05986
10.085,0,0,0.63516,0.50718,0.12798,0.09915,0.00033,0.06007
10.09,0,0,0.63564,0.50756,0.12808,0.09923,0.00033,0.06028
10.095,0,0,0.63612,0.50795,0.12817,0.09931,0.00033,0.06048
10.1,0,0,0.6366,0.50833,0.12827,0.09939,0.00033,0.06069
10.105,0,0,0.63708,0.50872,0.12836,0.09947,0.00033,0.0609
10.11,0,0,0.63756,0.5091,0.12846,0.09955,0.00033,0.06111
10.115,0,0,0.63804,0.50948,0.12856,0.09964,0.00033,0.06132
10.12,0,0,0.63852,0.50987,0.12865,0.09972,0.00033,0.06153
10.125,0,0,0.639,0.51025,0.12875,0.0998,0.00033,0.06174
10.13,0,0,0.63948,0.51064,0.12884,0.09988,0.00033,0.06195
10.135,0,0,0.63996,0.51102,0.12894,0.09996,0.00033,0.06216
10.14,0,0,0.64044,0.5114,0.12904,0.10004,0.00033,0.06237
10.145,0,0,0.64092,0.51179,0.12913,0.10012,0.00033,0.06258
10.15,0,0,0.6414,0.51217,0.12923,0.1002,0.00033,0.0628
10.155,0,0,0.64188,0.51256,0.12932,0.10029,0.00033,0.06301
10.16,0,0,0.64236,0.51294,0.12942,0.10037,0.00033,0.06322
10.165,0,0,0.64284,0.51332,0.12952,0.10045,0.00033,0.06344
10.17,0,0,0.64332,0.51371,0.12961,0.10053,0.00033,0.06365
10.175,0,0,0.6438,0.51409,0.12971,0.10061,0.00033,0.06387
10.18,0,0,0.64428,0.51448,0.1298,0.10069,0.00033,0.06409
10.185,0,0,0.64476,0.51486,0.1299,0.10077,0.00033,0.0643
10.19,0,0,0.64524,0.51524,0.13,0.10085,0.00033,0.06452
10.195,0,0,0.64572,0.51563,0.13009,0.10094,0.00033,0.06474
10.2,0,0,0.6462,0.51601,0.13019,0.10102,0.00033,0.06496
10.205,0,0,0.64668,0.5164,0.13028,0.1011,0.00033,0.06517
10.21,0,0,0.64716,0.51678,0.13038,0.10118,0.00033,0.06539
10.215,0,0,0.64764,0.51716,0.13048,0.10126,0.00033,0.06561
10.22,0,0,0.64812,0.51755,0.13057,0.10134,0.00033,0.06583
10.225,0,0,0.6486,0.51793,0.13067,0.10142,0.00033,0.06606
10.23,0,0,0.64908,0.51832,0.13076,0.1015,0.00033,0.06628
10.235,0,0,0.64956,0.5187,0.13086,0.10159,0.00033,0.0665
10.24,0,0,0.65004,0.51908,0.13096,0.10167,0.00033,0.06672
10.245,0,0,0.65052,0.51947,0.13105,0.10175,0.00033,0.06694
10.25,0,0,0.651,0.51985,0.13115,0.10183,0.00033,0.06717
10.255,0,0,0.65148,0.52024,0.13124,0.10191,0.00033,0.06739
10.26,0,0,0.65196,0.52062,0.13134,0.10199,0.00033,0.06762
10.265,0,0,0.65244,0.521,0.13144,0.10207,0.00033,0.06784
10.27,0,0,0.65292,0.52139,0.13153,0.10215,0.00033,0.06807
10.275,0,0,0.6534,0.52177,0.13163,0.10224,0.00033,0.06829
10.28,0,0,0.65388,0.52216,0.13172,0.10232,0.00033,0.06852
10.285,0,0,0.65436,0.52254,0.13182,0.1024,0.00033,0.06875
10.29,0,0,0.65484,0.52292,0.13192,0.10248,0.00033,0.06898
10.295,0,0,0.65532,0.52331,0.13201,0.10256,0.00034,0.0692
10.3,0,0,0.6558,0.52369,0.13211,0.10264,0.00034,0.06943
10.305,0,0,0.65628,0.52408,0.1322,0.10272,0.00034,0.06966
10.31,0,0,0.65676,0.52446,0.1323,0.1028,0.00034,0.06989
10.315,0,0,0.65724,0.52484,0.1324,0.10289,0.00034,0.07012
10.32,0,0,0.65772,0.52523,0.13249,0.10297,0.00034,0.07035
10.325,0,0,0.6582,0.52561,0.13259,0.10305,0.00034,0.07059
10.33,0,0,0.65868,0.526,0.13268,0.10313,0.00034,0.07082
10.335,0,0,0.65916,0.52638,0.13278,0.10321,0.00034,0.07105
10.34,0,0,0.65964,0.52676,0.13288,0.10329,0.00034,0.07129
10.345,0,0,0.66012,0.52715,0.13297,0.10337,0.00034,0.07152
10.35,0,0,0.6606,0.52753,0.13307,0.10345,0.00034,0.07175
10.355,0,0,0.66108,0.52792,0.13316,0.10354,0.00034,0.07199
10.36,0,0,0.66156,0.5283,0.13326,0.10362,0.00034,0.07222
10.365,0,0,0.66204,0.52868,0.13336,0.1037,0.00034,0.07246
10.37,0,0,0.66252,0.52907,0.13345,0.10378,0.00034,0.0727
10.375,0,0,0.663,0.52945,0.13355,0.10386,0.00034,0.07293
10.38,0,0,0.66348,0.52984,0.13364,0.10394,0.00034,0.07317
10.385,0,0,0.66396,0.53022,0.13374,0.10402,0.00034,0.07341
10.39,0,0,0.66444,0.5306,0.13384,0.1041,0.00034,0.07365
10.395,0,0,0.66492,0.53099,0.13393,0.10419,0.00034,0.07389
10.4,0,0,0.6654,0.53137,0.13403,0.10427,0.00034,0.07413
10.405,0,0,0.66588,0.53176,0.13412,0.10435,0.00034,0.07437
10.41,0,0,0.66636,0.53214,0.13422,0.10443,0.00034,0.07461
10.415,0,0,0.66684,0.53252,0.13432,0.10451,0.00034,0.07485
10.42,0,0,0.66732,0.53291,0.13441,0.10459,0.00034,0.07509
10.425,0,0,0.6678,0.53329,0.13451,0.10467,0.00034,0.07534
10.43,0,0,0.66828,0.53368,0.1346,0.10475,0.00034,0.07558
10.435,0,0,0.66876,0.53406,0.1347,0.10484,0.00034,0.07583
10.44,0,0,0.66924,0.53444,0.1348,0.10492,0.00034,0.07607
10.445,0,0,0.66972,0.53483,0.13489,0.105,0.00034,0.07631
10.45,0,0,0.6702,0.53521,0.13499,0.10508,0.00034,0.07656
10.455,0,0,0.67068,0.5356,0.13508,0.10516,0.00034,0.07681
10.46,0,0,0.67116,0.53598,0.13518,0.10524,0.00034,0.07705
10.465,0,0,0.67164,0.53636,0.13528,0.10532,0.00034,0.0773
10.47,0,0,0.67212,0.53675,0.13537,0.1054,0.00034,0.07755
10.475,0,0,0.6726,0.53713,0.13547,0.10549,0.00034,0.0778
10.48,0,0,0.67308,0.53752,0.13556,0.10557,0.00034,0.07805
10.485,0,0,0.67356,0.5379,0.13566,0.10565,0.00034,0.0783
10.49,0,0,0.67404,0.53828,0.13576,0.10573,0.00034,0.07855
10.495,0,0,0.67452,0.53867,0.13585,0.10581,0.00034,0.0788
10.5,0,0,0.675,0.53905,0.13595,0.10589,0.00034,0.07905
10.505,0,0,0.67548,0.53944,0.13604,0.10597,0.00034,0.0793
10.51,0,0,0.67596,0.53982,0.13614,0.10605,0.00034,0.07955
10.515,0,0,0.67644,0.5402,0.13624,0.10614,0.00034,0.07981
10.52,0,0,0.67692,0.54059,0.13633,0.10622,0.00034,0.08006
10.525,0,0,0.6774,0.54097,0.13643,0.1063,0.00034,0.08031
10.53,0,0,0.67788,0.54136,0.13652,0.10638,0.00034,0.08057
10.535,0,0,0.67836,0.54174,0.13662,0.10646,0.00034,0.08082
10.54,0,0,0.67884,0.54212,0.13672,0.10654,0.00034,0.08108
10.545,0,0,0.67932,0.54251,0.13681,0.10662,0.00034,0.08134
10.55,0,0,0.6798,0.54289,0.13691,0.1067,0.00034,0.08159
10.555,0,0,0.68028,0.54328,0.137,0.10679,0.00034,0.08185
10.56,0,0,0.68076,0.54366,0.1371,0.10687,0.00034,0.08211
10.565,0,0,0.68124,0.54404,0.1372,0.10695,0.00034,0.08237
10.57,0,0,0.68172,0.54443,0.13729,0.10703,0.00034,0.08263
10.575,0,0,0.6822,0.54481,0.13739,0.10711,0.00034,0.08289
10.58,0,0,0.68268,0.5452,0.13748,0.10719,0.00034,0.08315
10.585,0,0,0.68316,0.54558,0.13758,0.10727,0.00034,0.08341
10.59,0,0,0.68364,0.54596,0.13768,0.10735,0.00034,0.08367
10.595,0,0,0.68412,0.54635,0.13777,0.10744,0.00034,0.08393
10.6,0,0,0.6846,0.54673,0.13787,0.10752,0.00034,0.0842
10.605,0,0,0.68508,0.54712,0.13796,0.1076,0.00034,0.08446
